player_id,player_name_before,team_before,position_group,functional_role_before,final_player_rating,global_rank,position_rank,role_rank,team_rank,goalkeeper_rank,minutes,player_name_after,team_after,position_group_360,functional_role_after,final_player_rating_v2,global_rank_v2,position_rank_v2,role_rank_v2,team_rank_v2,gk_rating_v2,gk_rank_v2,minutes_played,_merge
12034,David Raum,Germany,Fullback/Wingback,Attacking Wingback,0.5729542458268168,34.0,11,10,5,,250.3,David Raum,Germany,FB,Attacking Wingback,0.654293534634452,39.0,3.0,3.0,6.0,,,250.3,both
12041,João Félix Sequeira,Portugal,Attacking Midfield/Wing,Ball-Winner,0.5451329351361109,75.0,39,6,6,,340.2333333333333,João Félix Sequeira,Portugal,AM,Ball-Winner,0.5923753035931173,70.0,27.0,3.0,4.0,,,340.2333333333333,both
12149,Nayef Aguerd,Morocco,Center Back,Sweeper CB,0.3972656610244774,520.0,86,68,20,,369.1833333333333,Nayef Aguerd,Morocco,CB,Sweeper CB,0.0668974956441795,552.0,106.0,79.0,21.0,,,369.1833333333333,both
12169,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Defensive Midfield,Ball-Winner,0.4459389684630893,389.0,27,67,18,,63.25,João Maria Lobo Alves Palhinha Gonçalves,Portugal,DM,Ball-Winner,0.3655955788349502,284.0,35.0,21.0,14.0,,,63.25,both
12325,Abdul Rahman Baba,Ghana,Fullback/Wingback,Attacking Wingback,0.5272069557209768,132.0,40,32,4,,213.6833333333333,Abdul Rahman Baba,Ghana,FB,Attacking Wingback,0.3317632957954752,338.0,55.0,43.0,6.0,,,213.6833333333333,both
12352,Matthew Charles Turner,United States,Goalkeeper,Goalkeeper,0.6048408143492741,,3,3,2,3.0,391.2,Matthew Charles Turner,United States,GK,Goalkeeper,,,,,,0.4669421385439262,9.0,391.2,both
12365,Alphonso Davies,Canada,Central/Wide Midfield,Box-to-Box / Engine Midfielder,0.5511190216573418,67.0,5,2,3,,284.9666666666667,Alphonso Davies,Canada,CM,Box-to-Box / Engine Midfielder,0.547198667863269,95.0,11.0,4.0,3.0,,,284.9666666666667,both
12524,Walker Zimmerman,United States,Center Back,Ball-Playing Centre-Back,0.3798103417064773,539.0,98,17,18,,310.06666666666666,Walker Zimmerman,United States,CB,Ball-Playing Centre-Back,0.2650749686944005,441.0,76.0,18.0,16.0,,,310.06666666666666,both
12583,Carlos Armando Gruezo Arboleda,Ecuador,Defensive Midfield,Holding Anchor,0.4309205027733281,432.0,44,36,12,,45.0,Carlos Armando Gruezo Arboleda,Ecuador,DM,Holding Anchor,0.293728277207674,399.0,60.0,41.0,11.0,,,45.0,both
12623,Pierre Kunde Malong,Cameroon,Defensive Midfield,Box-to-Box / Engine Midfielder,0.4707693297581394,314.0,15,7,8,,134.43333333333334,Pierre Kunde Malong,Cameroon,DM,Box-to-Box / Engine Midfielder,0.3456280814019326,324.0,45.0,17.0,9.0,,,134.43333333333334,both
12625,Borna Sosa,Croatia,Fullback/Wingback,Attacking Wingback,0.5513673145778707,66.0,19,16,2,,440.4666666666667,Borna Sosa,Croatia,FB,Attacking Wingback,0.4418312121045611,188.0,29.0,24.0,13.0,,,440.4666666666667,both
12751,Tyler Adams,United States,Defensive Midfield,Holding / Controlling Midfielder,0.4123984189509353,492.0,73,4,17,,391.2,Tyler Adams,United States,DM,Holding / Controlling Midfielder,0.5328785662947999,105.0,12.0,3.0,5.0,,,391.2,both
12770,Jonathan Osorio,Canada,Defensive Midfield,Ball-Winner,0.4336494966057682,423.0,39,71,13,,130.78333333333333,Jonathan Osorio,Canada,DM,Ball-Winner,0.2558682030136515,448.0,70.0,43.0,14.0,,,130.78333333333333,both
12803,Romario Andrés Ibarra Mina,Ecuador,Central/Wide Midfield,Wide Creator,0.478173684092077,297.0,32,23,6,,74.08333333333333,Romario Andrés Ibarra Mina,Ecuador,AM,Wide Creator,0.3291594041147545,342.0,91.0,13.0,8.0,,,74.08333333333333,both
13035,Kellyn Kai Perry-Acosta,United States,Defensive Midfield,Ball-Winner,0.4315529014177408,429.0,42,72,15,,61.41666666666667,Kellyn Kai Perry-Acosta,United States,DM,Ball-Winner,0.2431346016817484,469.0,73.0,48.0,17.0,,,61.41666666666667,both
13314,Famara Diedhiou,Senegal,Forward,Target Forward,0.493693946984769,240.0,40,26,7,,96.86666666666667,Famara Diedhiou,Senegal,FW,Target Forward,0.4580872827977773,176.0,47.0,22.0,6.0,,,96.86666666666667,both
13454,Nouhou Tolo,Cameroon,Fullback/Wingback,Wide Creator,0.4704210717702117,317.0,97,25,9,,292.55,Nouhou Tolo,Cameroon,FB,Wide Creator,0.1582969023013618,534.0,99.0,26.0,16.0,,,292.55,both
13620,Éder Gabriel Militão,Brazil,Fullback/Wingback,Two-Way Fullback,0.5099132335778622,188.0,65,1,13,,363.58333333333337,Éder Gabriel Militão,Brazil,FB,Two-Way Fullback,0.4006770860266124,239.0,39.0,1.0,16.0,,,363.58333333333337,both
13621,Danilo Luís Hélio Pereira,Portugal,Center Back,Sweeper CB,0.412995282890564,490.0,70,56,21,,100.11666666666666,Danilo Luís Hélio Pereira,Portugal,CB,Sweeper CB,0.3038440680918973,385.0,63.0,44.0,18.0,,,100.11666666666666,both
15326,Devis Rogers Epassy Mboka,Cameroon,Goalkeeper,Goalkeeper,0.5451850523184437,,15,15,2,15.0,196.31666666666663,Devis Rogers Epassy Mboka,Cameroon,GK,Goalkeeper,,,,,,0.3689825302852692,12.0,196.31666666666663,both
15452,Carlos Uriel Antuna Romero,Mexico,Attacking Midfield/Wing,Progressive Winger,0.5356157236911331,104.0,56,40,4,,97.33333333333336,Carlos Uriel Antuna Romero,Mexico,AM,Progressive Winger,0.2957272797339733,395.0,99.0,66.0,13.0,,,97.33333333333336,both
15872,Érick Gabriel Gutiérrez Galaviz,Mexico,Defensive Midfield,Holding Anchor,0.4241071342841049,464.0,63,47,18,,55.61666666666667,Érick Gabriel Gutiérrez Galaviz,Mexico,DM,Holding Anchor,0.280653333715356,418.0,66.0,48.0,14.0,,,55.61666666666667,both
15890,Noussair Mazraoui,Morocco,Fullback/Wingback,Wide Creator,0.5107207959755888,183.0,63,13,5,,376.8333333333333,Noussair Mazraoui,Morocco,FB,Wide Creator,0.2793240926976923,421.0,67.0,17.0,17.0,,,376.8333333333333,both
15957,Miloš Degenek,Australia,Fullback/Wingback,Deep Playmaker,0.481105328686657,285.0,90,20,7,,202.4333333333333,Miloš Degenek,Australia,FB,Deep Playmaker,0.1412965501263137,542.0,103.0,38.0,15.0,,,202.4333333333333,both
15958,Milan Borjan,Canada,Goalkeeper,Goalkeeper,0.4870388142684762,,26,26,9,26.0,284.9666666666667,Milan Borjan,Canada,GK,Goalkeeper,,,,,,0.1342459395774026,23.0,284.9666666666667,both
15970,Pape Abou Cissé,Senegal,Center Back,Sweeper CB,0.4261323376582365,452.0,50,38,17,,121.41666666666666,Pape Abou Cissé,Senegal,CB,Sweeper CB,0.1847660033565358,524.0,98.0,71.0,17.0,,,121.41666666666666,both
15971,Cameron Carter-Vickers,United States,Center Back,Sweeper CB,0.4146563223281814,483.0,64,50,16,,99.88333333333334,Cameron Carter-Vickers,United States,CB,Sweeper CB,0.3280607479506051,344.0,52.0,36.0,14.0,,,99.88333333333334,both
16015,Nicolas Moumi Ngamaleu,Cameroon,Central/Wide Midfield,Ball-Winner,0.4830797272798091,279.0,29,47,6,,100.45,Nicolas Moumi Ngamaleu,Cameroon,CM,Ball-Winner,0.3722878752357657,272.0,25.0,20.0,6.0,,,100.45,both
16026,Djibril Sow,Switzerland,Attacking Midfield/Wing,Ball-Winner,0.512453407869031,177.0,81,26,6,,267.43333333333334,Djibril Sow,Switzerland,AM,Ball-Winner,0.4395699515893873,194.0,57.0,10.0,7.0,,,267.43333333333334,both
16028,José Diogo Dalot Teixeira,Portugal,Fullback/Wingback,Attacking Wingback,0.5138075598912434,175.0,60,44,11,,269.7833333333333,José Diogo Dalot Teixeira,Portugal,FB,Attacking Wingback,0.4701170572145177,160.0,22.0,19.0,10.0,,,269.7833333333333,both
16120,Richie Laryea,Canada,Fullback/Wingback,Attacking Wingback,0.5463556183080895,72.0,21,18,4,,163.45,Richie Laryea,Canada,FB,Attacking Wingback,0.3592567455753221,294.0,48.0,38.0,10.0,,,163.45,both
16190,Rasmus Nissen Kristensen,Denmark,Fullback/Wingback,Attacking Wingback,0.5479893239827535,69.0,20,17,3,,234.21666666666664,Rasmus Nissen Kristensen,Denmark,FB,Attacking Wingback,0.4153000767542775,218.0,35.0,28.0,8.0,,,234.21666666666664,both
16252,Mark Anthony Kaye,Canada,Defensive Midfield,Box-to-Box / Engine Midfielder,0.4355179273633176,419.0,37,13,12,,59.85,Mark Anthony Kaye,Canada,DM,Box-to-Box / Engine Midfielder,0.3248234675190897,351.0,49.0,18.0,12.0,,,59.85,both
16308,Leandro Daniel Paredes,Argentina,Defensive Midfield,Holding / Controlling Midfielder,0.4065091805370355,505.0,78,5,19,,235.35,Leandro Daniel Paredes,Argentina,DM,Holding / Controlling Midfielder,0.5805306053532071,75.0,7.0,1.0,8.0,,,235.35,both
16346,Ngoran Suiru Fai Collins,Cameroon,Fullback/Wingback,Deep Playmaker,0.4738868855636057,304.0,94,23,7,,292.55,Ngoran Suiru Fai Collins,Cameroon,FB,Deep Playmaker,0.2464920280368257,464.0,83.0,24.0,12.0,,,292.55,both
16352,Issam Jebali,Tunisia,Forward,Ball-Winner,0.4995586369635421,214.0,31,31,11,,196.35,Issam Jebali,Tunisia,FW,Pressing Forward,0.458460409352835,175.0,46.0,8.0,4.0,,,196.35,both
16459,Cyle Larin,Canada,Forward,Target Forward / Penalty-Box Anchor,0.4979043642957106,221.0,34,9,8,,142.43333333333334,Cyle Larin,Canada,FW,Target Forward / Penalty-Box Anchor,0.4816329085355228,147.0,38.0,12.0,6.0,,,142.43333333333334,both
16489,Nemanja Gudelj,Serbia,Defensive Midfield,Holding Anchor,0.3912180383106702,527.0,85,65,14,,102.65,Nemanja Gudelj,Serbia,DM,Holding Anchor,0.166854838324429,531.0,86.0,59.0,15.0,,,102.65,both
16527,Mislav Oršić,Croatia,Attacking Midfield/Wing,Progressive Winger,0.5461730217222442,73.0,37,33,3,,187.31666666666663,Mislav Oršić,Croatia,AM,Progressive Winger,0.6611745805113252,37.0,16.0,13.0,5.0,,,187.31666666666663,both
16531,Dominik Livaković,Croatia,Goalkeeper,Goalkeeper,0.5457757846497371,,14,14,4,14.0,720.2833333333333,Dominik Livaković,Croatia,GK,Goalkeeper,,,,,,0.8915345191124872,2.0,720.2833333333333,both
16532,Daniel Olmo Carvajal,Spain,Attacking Midfield/Wing,Progressive Winger,0.625852557318491,8.0,6,7,1,,388.25,Daniel Olmo Carvajal,Spain,AM,Progressive Winger,0.651203808699296,41.0,18.0,15.0,4.0,,,388.25,both
16554,Joakim Mæhle,Denmark,Fullback/Wingback,Attacking Wingback,0.5343839287936281,110.0,33,27,5,,264.1,Joakim Mæhle,Denmark,FB,Attacking Wingback,0.3587734692188946,295.0,49.0,39.0,14.0,,,264.1,both
16559,Leandro Trossard,Belgium,Forward,Progressive Winger,0.4751212867328698,302.0,59,68,11,,112.5,Leandro Trossard,Belgium,FW,Progressive Winger,0.3094848262607175,370.0,73.0,62.0,10.0,,,112.5,both
17033,Mohammed Kudus,Ghana,Attacking Midfield/Wing,Progressive Winger,0.5840529456877838,23.0,14,16,1,,254.9333333333333,Mohammed Kudus,Ghana,AM,Progressive Winger,0.444982639396399,183.0,55.0,45.0,1.0,,,254.9333333333333,both
17042,Andreas Skov Olsen,Denmark,Attacking Midfield/Wing,Progressive Winger,0.5544161229404382,62.0,34,30,2,,133.4,Andreas Skov Olsen,Denmark,AM,Progressive Winger,0.3852176546200465,257.0,72.0,53.0,11.0,,,133.4,both
17043,Victor Nelsson,Denmark,Center Back,Sweeper CB,0.4146145799304583,484.0,65,51,17,,97.15,Victor Nelsson,Denmark,CB,Sweeper CB,0.3514283807253986,311.0,43.0,28.0,16.0,,,97.15,both
17974,Gregor Kobel,Switzerland,Goalkeeper,Goalkeeper,0.4740769515160244,,28,28,9,28.0,100.3,Gregor Kobel,Switzerland,GK,Goalkeeper,,,,,,,,100.3,both
18015,Dušan Vlahović,Serbia,Forward,Target Forward / Penalty-Box Anchor,0.4827968128968012,280.0,51,14,9,,86.06666666666668,Dušan Vlahović,Serbia,FW,Target Forward / Penalty-Box Anchor,0.4778657907560095,154.0,40.0,14.0,3.0,,,86.06666666666668,both
18242,Tim Ream,United States,Center Back,Ball-Playing Centre-Back,0.454130928162321,367.0,25,9,13,,391.2,Tim Ream,United States,CB,Ball-Playing Centre-Back,0.3691091059703054,278.0,35.0,13.0,12.0,,,391.2,both
18360,Rafael Alexandre Conceição Leão,Portugal,Attacking Midfield/Wing,Progressive Winger,0.5686024532028573,41.0,23,24,3,,124.01666666666668,Rafael Alexandre Conceição Leão,Portugal,AM,Progressive Winger,0.4958939947935922,133.0,44.0,36.0,9.0,,,124.01666666666668,both
18395,Vinícius José Paixão de Oliveira Júnior,Brazil,Central/Wide Midfield,Progressive Winger,0.6163286719956034,9.0,2,8,2,,306.58333333333337,Vinícius José Paixão de Oliveira Júnior,Brazil,AM,Progressive Winger,0.6808543161972733,27.0,10.0,9.0,3.0,,,306.58333333333337,both
18722,Mathias Jensen,Denmark,Central/Wide Midfield,Progressive Winger,0.5123148396928452,178.0,9,53,9,,92.11666666666666,Mathias Jensen,Denmark,CM,Progressive Winger,0.4825344455036892,145.0,16.0,38.0,5.0,,,92.11666666666666,both
19597,Marcos Javier Acuña,Argentina,Fullback/Wingback,Attacking Wingback,0.6147944713706117,10.0,1,1,3,,397.4833333333333,Marcos Javier Acuña,Argentina,FB,Attacking Wingback,0.5581718660656224,86.0,9.0,9.0,9.0,,,397.4833333333333,both
20005,Toby Alderweireld,Belgium,Center Back,Ball-Playing Centre-Back,0.4108993739024563,495.0,73,14,15,,284.26666666666665,Toby Alderweireld,Belgium,CB,Ball-Playing Centre-Back,0.248902863153843,461.0,79.0,19.0,15.0,,,284.26666666666665,both
20016,Kléper Laveran Lima Ferreira,Portugal,Center Back,Sweeper CB,0.445387192874357,390.0,32,20,19,,389.2833333333333,Kléper Laveran Lima Ferreira,Portugal,CB,Sweeper CB,0.3283257996613974,343.0,51.0,35.0,16.0,,,389.2833333333333,both
20033,Luuk de Jong,Netherlands,Forward,Target Forward / Penalty-Box Anchor,0.4768024276870216,300.0,57,17,12,,57.03333333333333,Luuk de Jong,Netherlands,FW,Target Forward / Penalty-Box Anchor,0.5762628052964922,77.0,24.0,7.0,5.0,,,57.03333333333333,both
20572,Cristian Gabriel Romero,Argentina,Center Back,Ball-Playing Centre-Back,0.2966265198257118,553.0,107,18,20,,575.9166666666666,Cristian Gabriel Romero,Argentina,CB,Ball-Playing Centre-Back,0.2136131441278169,499.0,88.0,20.0,19.0,,,575.9166666666666,both
20600,Vanja Milinković Savić,Serbia,Goalkeeper,Goalkeeper,0.5504006340140348,,13,13,3,13.0,293.65000000000003,Vanja Milinković Savić,Serbia,GK,Goalkeeper,,,,,,0.362850140588328,13.0,293.65000000000003,both
20611,Boulaye Dia,Senegal,Attacking Midfield/Wing,Target Forward,0.484942773516604,271.0,95,31,8,,330.05,Boulaye Dia,Senegal,AM,Target Forward,0.2882489124832461,407.0,105.0,43.0,14.0,,,330.05,both
20750,Cody Mathès Gakpo,Netherlands,Attacking Midfield/Wing,Progressive Winger,0.5509179340620125,68.0,35,31,3,,460.2166666666667,Cody Mathès Gakpo,Netherlands,AM,Progressive Winger,0.6788410829924933,29.0,11.0,10.0,2.0,,,460.2166666666667,both
20758,Krépin Diatta,Senegal,Attacking Midfield/Wing,Progressive Winger,0.5404862867419837,84.0,45,34,4,,181.91666666666669,Krépin Diatta,Senegal,AM,Progressive Winger,0.464670607902712,166.0,50.0,42.0,5.0,,,181.91666666666669,both
21026,Pape Gueye,Senegal,Defensive Midfield,Holding Anchor,0.4812613342385012,283.0,13,13,10,,173.06666666666666,Pape Gueye,Senegal,DM,Holding Anchor,0.3052678879594273,379.0,56.0,36.0,11.0,,,173.06666666666666,both
21214,Ilias Chair,Morocco,Central/Wide Midfield,Ball-Winner,0.4661482058317895,327.0,38,54,10,,51.150000000000006,Ilias Chair,Morocco,CM,Ball-Winner,0.2757052413803815,427.0,36.0,37.0,18.0,,,51.150000000000006,both
21736,Zakaria Aboukhlal,Morocco,Forward,Wide Creator,0.5007727421837855,211.0,29,17,8,,100.66666666666669,Zakaria Aboukhlal,Morocco,FW,Wide Creator,0.5120453658029739,117.0,29.0,3.0,4.0,,,100.66666666666669,both
21809,Jurriën David Norman Timber,Netherlands,Center Back,Sweeper CB,0.4326564263793052,425.0,44,31,14,,409.4,Jurriën David Norman Timber,Netherlands,CB,Sweeper CB,0.5060662100401793,123.0,9.0,2.0,7.0,,,409.4,both
21881,Sergino Dest,United States,Fullback/Wingback,Attacking Wingback,0.5399354471464072,86.0,26,22,6,,307.56666666666666,Sergino Dest,United States,FB,Attacking Wingback,0.5135426767799235,113.0,15.0,14.0,6.0,,,307.56666666666666,both
22008,Haji Wright,United States,Forward,Target Forward / Penalty-Box Anchor,0.5066144066918064,197.0,26,7,9,,161.88333333333335,Haji Wright,United States,FW,Target Forward / Penalty-Box Anchor,0.5715611130605074,79.0,25.0,8.0,2.0,,,161.88333333333335,both
22041,Marko Livaja,Croatia,Forward,Target Forward,0.4935745553752086,241.0,41,27,11,,255.53333333333333,Marko Livaja,Croatia,FW,Target Forward,0.6801923264583581,28.0,14.0,8.0,3.0,,,255.53333333333333,both
22067,Woo-Yeong Jeong,South Korea,Attacking Midfield/Wing,Ball-Winner,0.5359078921909469,103.0,55,13,5,,45.0,Woo-Yeong Jeong,South Korea,AM,Ball-Winner,0.3265975591937267,347.0,92.0,28.0,15.0,,,45.0,both
22084,Bukayo Saka,England,Attacking Midfield/Wing,Progressive Winger,0.585775338495093,21.0,13,15,3,,291.31666666666666,Bukayo Saka,England,AM,Progressive Winger,0.6690700924252964,33.0,13.0,11.0,3.0,,,291.31666666666666,both
22097,Randal Kolo Muani,France,Forward,Target Forward / Penalty-Box Anchor,0.5230529258737542,142.0,16,4,6,,204.11666666666667,Randal Kolo Muani,France,FW,Target Forward / Penalty-Box Anchor,0.6222708258336073,53.0,19.0,4.0,7.0,,,204.11666666666667,both
22168,Joshua Sargent,United States,Forward,Ball-Winner,0.4943071052517074,236.0,39,36,10,,162.46666666666667,Joshua Sargent,United States,FW,Pressing Forward,0.4127902570972087,224.0,54.0,10.0,11.0,,,162.46666666666667,both
22293,Harry Souttar,Australia,Center Back,Sweeper CB,0.3100330516255549,552.0,106,85,17,,386.9166666666666,Harry Souttar,Australia,CB,Sweeper CB,0.2308066553813835,482.0,84.0,61.0,9.0,,,386.9166666666666,both
22433,Jesus Ferreira,United States,Forward,Ball-Winner,0.4775789295104143,299.0,56,49,12,,45.0,Jesus Ferreira,United States,FW,Pressing Forward,0.3427199873274087,329.0,69.0,15.0,13.0,,,45.0,both
22600,Lucas Tolentino Coelho de Lima,Brazil,Defensive Midfield,Holding Anchor,0.519141565677693,154.0,5,5,11,,318.76666666666665,Lucas Tolentino Coelho de Lima,Brazil,DM,Holding Anchor,0.549454448742393,94.0,10.0,7.0,8.0,,,318.76666666666665,both
22740,Kang-In Lee,South Korea,Central/Wide Midfield,Deep Playmaker / Metronome,0.5013397330777782,210.0,13,1,11,,170.05,Kang-In Lee,South Korea,CM,Deep Playmaker / Metronome,0.5550960575986726,89.0,9.0,3.0,1.0,,,170.05,both
23527,Junya Ito,Japan,Fullback/Wingback,Attacking Wingback,0.5355596978238548,105.0,32,26,2,,346.33333333333337,Junya Ito,Japan,FB,Attacking Wingback,0.3075146600376833,377.0,61.0,46.0,13.0,,,346.33333333333337,both
23538,Sadegh Moharrami,Iran,Fullback/Wingback,Deep Playmaker,0.4897336132897165,248.0,86,18,9,,103.08333333333331,Sadegh Moharrami,Iran,FB,Deep Playmaker,0.176723457282425,528.0,98.0,34.0,15.0,,,103.08333333333331,both
23615,Gideon Mensah,Ghana,Fullback/Wingback,Wide Creator,0.4971232950877526,226.0,79,18,6,,87.51666666666667,Gideon Mensah,Ghana,FB,Wide Creator,0.3096443029586337,369.0,60.0,15.0,8.0,,,87.51666666666667,both
23640,Jonathan David,Canada,Forward,Target Forward,0.5555702609586869,56.0,5,4,2,,201.61666666666667,Jonathan David,Canada,FW,Target Forward,0.389197608419295,254.0,61.0,31.0,8.0,,,201.61666666666667,both
23721,Wataru Endo,Japan,Defensive Midfield,Box-to-Box / Engine Midfielder,0.4403337666715248,404.0,31,11,18,,326.01666666666665,Wataru Endo,Japan,DM,Box-to-Box / Engine Midfielder,0.494589947758718,134.0,15.0,6.0,2.0,,,326.01666666666665,both
23730,Takehiro Tomiyasu,Japan,Center Back,Deep Playmaker,0.4251931565235312,458.0,53,33,21,,202.35,Takehiro Tomiyasu,Japan,CB,Deep Playmaker,0.3015386933870994,389.0,64.0,15.0,18.0,,,202.35,both
23763,In-Beom Hwang,South Korea,Defensive Midfield,Holding Anchor,0.5032712617552262,205.0,6,7,10,,360.1166666666667,In-Beom Hwang,South Korea,DM,Holding Anchor,0.3702708027510871,275.0,33.0,18.0,10.0,,,360.1166666666667,both
23774,Selim Amallah,Morocco,Central/Wide Midfield,Ball-Winner,0.4025382545080872,511.0,66,77,19,,423.7,Selim Amallah,Morocco,CM,Ball-Winner,0.2259731743196847,487.0,45.0,53.0,20.0,,,423.7,both
23828,Kamal Miller,Canada,Center Back,Ball-Playing Centre-Back,0.381481471379309,538.0,97,16,16,,284.9666666666667,Kamal Miller,Canada,CB,Ball-Playing Centre-Back,0.31826126630313,357.0,56.0,16.0,13.0,,,284.9666666666667,both
23830,Jhegson Sebastián Méndez Carabalí,Ecuador,Defensive Midfield,Holding Anchor,0.3930939098078059,522.0,83,63,15,,191.45,Jhegson Sebastián Méndez Carabalí,Ecuador,DM,Holding Anchor,0.2281460136307743,484.0,76.0,52.0,15.0,,,191.45,both
23874,Ali Gholizadeh,Iran,Central/Wide Midfield,Progressive Winger,0.4866098905053727,261.0,25,63,10,,210.7333333333333,Ali Gholizadeh,Iran,AM,Progressive Winger,0.3051752347300753,381.0,97.0,63.0,11.0,,,210.7333333333333,both
23910,Youssef Msakni,Tunisia,Attacking Midfield/Wing,Progressive Winger,0.6008950542273341,15.0,10,11,1,,176.06666666666666,Youssef Msakni,Tunisia,AM,Progressive Winger,0.5934343730211639,68.0,26.0,23.0,1.0,,,176.06666666666666,both
24024,Tajon Buchanan,Canada,Central/Wide Midfield,Progressive Winger,0.5340594826272452,111.0,7,42,5,,270.08333333333337,Tajon Buchanan,Canada,AM,Progressive Winger,0.5502757091051219,92.0,34.0,28.0,2.0,,,270.08333333333337,both
24085,Pervis Josué Estupiñán Tenorio,Ecuador,Fullback/Wingback,Attacking Wingback,0.5858050345976343,20.0,3,3,1,,288.3833333333333,Pervis Josué Estupiñán Tenorio,Ecuador,FB,Attacking Wingback,0.5851839672396697,72.0,6.0,6.0,1.0,,,288.3833333333333,both
24118,Nico Schlotterbeck,Germany,Center Back,Sweeper CB,0.4385067482257955,410.0,39,26,16,,107.68333333333334,Nico Schlotterbeck,Germany,CB,Sweeper CB,0.4504841849218987,178.0,18.0,8.0,10.0,,,107.68333333333334,both
24243,Brenden Aaronson,United States,Attacking Midfield/Wing,Progressive Winger,0.5695211258073702,40.0,22,23,3,,137.45000000000002,Brenden Aaronson,United States,AM,Progressive Winger,0.507383983267481,122.0,41.0,35.0,8.0,,,137.45000000000002,both
24443,Mikkel Damsgaard,Denmark,Attacking Midfield/Wing,Wide Creator,0.4843734410961912,272.0,96,21,11,,162.56666666666666,Mikkel Damsgaard,Denmark,AM,Wide Creator,0.430594982591489,205.0,62.0,8.0,7.0,,,162.56666666666666,both
24547,Alexander Hartmann Bah,Denmark,Fullback/Wingback,Attacking Wingback,0.5387110279394806,92.0,28,24,4,,56.58333333333334,Alexander Hartmann Bah,Denmark,FB,Attacking Wingback,0.4032457941197599,235.0,37.0,30.0,10.0,,,56.58333333333334,both
24778,Eduardo Camavinga,France,Fullback/Wingback,Wide Creator,0.5238165365694396,139.0,45,10,5,,156.35,Eduardo Camavinga,France,FB,Wide Creator,0.4977306087502964,131.0,17.0,5.0,10.0,,,156.35,both
25104,Rodrygo Silva de Goes,Brazil,Central/Wide Midfield,Progressive Winger,0.5746924016518496,32.0,4,19,5,,199.3,Rodrygo Silva de Goes,Brazil,AM,Progressive Winger,0.6663794783637192,34.0,14.0,12.0,4.0,,,199.3,both
25142,Bruno Guimarães Rodriguez Moura,Brazil,Defensive Midfield,Progressive Winger,0.4834922130234622,277.0,12,66,17,,83.93333333333334,Bruno Guimarães Rodriguez Moura,Brazil,DM,Deep Playmaker,0.3309376353794098,340.0,47.0,11.0,20.0,,,83.93333333333334,both
25154,Éverton Augusto de Barros Ribeiro,Brazil,Attacking Midfield/Wing,Progressive Winger,0.5471384387331051,71.0,36,32,7,,45.68333333333333,Éverton Augusto de Barros Ribeiro,Brazil,AM,Progressive Winger,0.4369993335896308,197.0,59.0,48.0,15.0,,,45.68333333333333,both
25305,Pedro Guilherme Abreu dos Santos,Brazil,Forward,Target Forward,0.4817228616527041,282.0,52,34,18,,75.3,Pedro Guilherme Abreu dos Santos,Brazil,FW,Target Forward,0.5446466988545533,97.0,26.0,13.0,9.0,,,75.3,both
25363,Antony Matheus dos Santos,Brazil,Attacking Midfield/Wing,Progressive Winger,0.5724126093961011,36.0,18,20,6,,186.4666666666667,Antony Matheus dos Santos,Brazil,AM,Progressive Winger,0.5283832734827357,107.0,37.0,31.0,11.0,,,186.4666666666667,both
25582,Nader Ghandri,Tunisia,Center Back,Sweeper CB,0.4145306094768607,485.0,66,52,18,,102.68333333333334,Nader Ghandri,Tunisia,CB,Sweeper CB,0.2670965427215294,437.0,75.0,54.0,14.0,,,102.68333333333334,both
25719,Shūichi Gonda,Japan,Goalkeeper,Goalkeeper,0.5231464002213417,,20,20,3,20.0,412.51666666666665,Shūichi Gonda,Japan,GK,Goalkeeper,,,,,,0.3583623227557211,14.0,412.51666666666665,both
26280,Orbelín Pineda Alvarado,Mexico,Attacking Midfield/Wing,Holding Anchor,0.5422444274871944,79.0,42,3,2,,76.38333333333334,Orbelín Pineda Alvarado,Mexico,AM,Pressing Attacker,0.4220417694180039,214.0,64.0,1.0,5.0,,,76.38333333333334,both
26297,Carlos Alberto Rodríguez Gómez,Mexico,Central/Wide Midfield,Progressive Winger,0.4633824860418359,339.0,44,70,12,,48.38333333333334,Carlos Alberto Rodríguez Gómez,Mexico,CM,Progressive Winger,0.3000333361481087,392.0,34.0,65.0,11.0,,,48.38333333333334,both
26301,Ernesto Alexis Vega Rojas,Mexico,Attacking Midfield/Wing,Progressive Winger,0.5399147005889894,87.0,46,35,3,,194.16666666666663,Ernesto Alexis Vega Rojas,Mexico,AM,Progressive Winger,0.3695470657271724,276.0,78.0,55.0,7.0,,,194.16666666666663,both
26368,César Jasib Montes Castro,Mexico,Center Back,Sweeper CB,0.4414297352614972,399.0,35,23,14,,291.5,César Jasib Montes Castro,Mexico,CB,Sweeper CB,0.3180949518311973,358.0,57.0,40.0,10.0,,,291.5,both
26400,Henry Josué Martín Mex,Mexico,Forward,Target Forward,0.5118726697831095,181.0,22,19,8,,146.76666666666665,Henry Josué Martín Mex,Mexico,FW,Target Forward,0.5959915162193145,64.0,23.0,11.0,2.0,,,146.76666666666665,both
26404,Guido Rodríguez,Argentina,Defensive Midfield,Sweeper CB,0.4295862280046675,441.0,49,36,16,,56.766666666666666,Guido Rodríguez,Argentina,DM,Deep Playmaker,0.3137412031709037,363.0,53.0,13.0,15.0,,,56.766666666666666,both
