player,team,position_group,functional_role,old_rating,new_rating,rating_diff,old_global_rank,new_global_rank,old_team_rank,new_team_rank,progression_score,creation_score,finishing_score,pressing_score,defensive_score,ball_security_score,aerial_score,role_adjusted_value,completeness_score,off_ball_score
Rodrigo Hernández Cascante,Spain,Center Back,Deep Playmaker,0.0146844521566729,0.4596615077633728,0.44497705560669987,84,86,3,4,0.8475855130784709,0.6250000000000001,0.25821596244131456,0.3415492957746479,0.5028169014084507,0.619718309859155,0.9049295774647887,0.644992071640774,0.6338963827604082,0.3630030181086519
Aaron Mooy,Australia,Defensive Midfield,Box-to-Box Runner,0.01212910829005,0.45414015017447146,0.4420110418844215,89,89,4,4,0.5301810865191147,0.5921361502347419,0.2992957746478873,0.7139084507042254,0.5535211267605634,0.3042253521126761,0.5580985915492958,0.5336765148997898,0.6975225719009865,0.41858651911468814
Matty Cash,Poland,Fullback/Wingback,Box-to-Box Runner,0.0123599563456823,0.4517114111946817,0.4393514548489994,88,91,5,5,0.4733400402414487,0.5833333333333334,0.28169014084507044,0.30809859154929575,0.5183098591549296,0.3119718309859155,0.3556338028169014,0.4231742020463966,0.7164537156031465,0.4502263581488934
Young-Gwon Kim,South Korea,Center Back,Sweeper CB,0.0133824568607729,0.45075498189196106,0.4373725250311882,87,92,6,6,0.7464788732394366,0.5880281690140845,0.6784037558685445,0.14436619718309857,0.6295774647887324,0.4915492957746479,0.7992957746478873,0.6315301919197994,0.6410930274342292,0.2851861167002012
Cristiano Ronaldo dos Santos Aveiro,Portugal,Forward,Target Forward,0.2844144333901823,0.720698513178557,0.43628407978837475,6,23,1,3,0.15995975855130787,0.38497652582159625,0.9460093896713615,0.346830985915493,0.36549295774647883,0.4380281690140846,0.556338028169014,0.5302318886029513,0.4499988768104215,0.497258551307847
Ibrahima Konaté,France,Center Back,Deep Playmaker,0.0052259783902814,0.4351607467806244,0.429934768390343,95,96,8,9,0.6675050301810865,0.585093896713615,0.4272300469483568,0.36267605633802813,0.7683098591549296,0.6859154929577465,0.8943661971830986,0.661185239196804,0.7524482686239214,0.31511569416498997
Morteza Pouraliganji,Iran,Center Back,Sweeper CB,0.0105070458883266,0.43815489186517,0.42764784597684335,90,94,2,2,0.403420523138833,0.5974178403755869,0.4765258215962442,0.49823943661971826,0.5619718309859154,0.2936619718309859,0.9154929577464789,0.5770403517216571,0.7862479179692291,0.30827464788732395
Kalidou Koulibaly,Senegal,Center Back,Sweeper CB,0.0102337406059596,0.43529544909649354,0.42506170849053393,91,95,4,4,0.607645875251509,0.4084507042253522,0.5164319248826291,0.4920774647887324,0.8330985915492957,0.3577464788732394,0.9172535211267605,0.6360124976293307,0.711167171940018,0.2924547283702213
Thiago Emiliano da Silva,Brazil,Center Back,Deep Playmaker,0.0042396384578677,0.423508384131568,0.4192687456737003,97,98,7,7,0.6750503018108651,0.6238262910798121,0.4014084507042253,0.2658450704225352,0.6070422535211268,0.5943661971830986,0.6461267605633803,0.5696464305158371,0.7252743310346005,0.33649396378269614
John Stones,England,Center Back,Deep Playmaker,0.0139678021643631,0.43316683889024793,0.4191990367258848,85,97,6,6,0.7756539235412474,0.44835680751173707,0.5352112676056339,0.176056338028169,0.4373239436619719,0.793661971830986,0.8133802816901408,0.6279202702980771,0.5977244849171537,0.29117203219315896
Manuel Obafemi Akanji,Switzerland,Center Back,Deep Playmaker,0.0062785092428152,0.4232763375255675,0.4169978282827523,94,99,5,5,0.7655935613682093,0.5093896713615024,0.7652582159624414,0.272887323943662,0.5091549295774648,0.8570422535211268,0.8485915492957746,0.6931512120231057,0.6716732217476631,0.30998490945674045
Aymeric Laporte,Spain,Center Back,Deep Playmaker,0.0089239162322753,0.4190891465015453,0.41016523026927,92,100,4,5,0.7932595573440643,0.5217136150234741,0.3333333333333333,0.12852112676056338,0.4964788732394366,0.4323943661971831,0.7394366197183099,0.552551624314576,0.5542849624016473,0.3039989939637827
Sofyan Amrabat,Morocco,Defensive Midfield,Ball-Winner,-0.0027483488883491,0.4003141684807988,0.4030625173691479,107,102,9,9,0.5653923541247485,0.4272300469483568,0.2535211267605634,0.7112676056338029,0.5971830985915492,0.7063380281690141,0.24119718309859156,0.5448491191586372,0.7036668656101388,0.5015342052313884
Joško Gvardiol,Croatia,Center Back,Deep Playmaker,-0.0064955083698529,0.3942415642224415,0.4007370725922944,111,103,8,8,0.7595573440643865,0.4213615023474178,0.4413145539906103,0.5387323943661971,0.7126760563380282,0.7154929577464788,0.41901408450704225,0.5968778207640482,0.7712747085034768,0.41773138832997986
Damián Emiliano Martínez,Argentina,Goalkeeper,Goalkeeper,0.077575130057469,0.47821296118196016,0.40063783112449114,59,83,8,10,0.42354124748490946,0.2511737089201878,0.1784037558685446,0.329225352112676,0.27253521126760566,0.2915492957746479,0.07746478873239436,0.2809102339000025,0.7427759050643934,0.16161971830985913
Mohamed Salisu,Ghana,Center Back,Sweeper CB,0.0010309892652752,0.40162371047561884,0.40059272121034367,102,101,1,2,0.5885311871227364,0.3838028169014085,0.7171361502347419,0.4137323943661972,0.6612676056338029,0.17535211267605635,0.716549295774648,0.5687162398233722,0.6211598659058352,0.3125503018108652
Marcos Aoás Corrêa,Brazil,Center Back,Deep Playmaker,-0.0064660313834841,0.39024745572591185,0.39671348710939597,110,105,8,8,0.7162977867203218,0.6373239436619718,0.5093896713615024,0.21830985915492956,0.4866197183098591,0.6345070422535211,0.6109154929577465,0.5738179622997818,0.6973929639697838,0.34590040241448694
Rúben Santos Gato Alves Dias,Portugal,Center Back,Sweeper CB,0.00134453975093,0.3931241690540196,0.39177962930308957,101,104,8,8,0.5744466800804828,0.2687793427230047,0.284037558685446,0.32570422535211274,0.5661971830985915,0.5950704225352113,0.8380281690140845,0.5438088673382748,0.669201589751897,0.30057847082494965
Lisandro Martínez,Argentina,Center Back,Sweeper CB,-0.0058432306557662,0.3806870393037206,0.3865302699594868,109,107,11,11,0.4557344064386318,0.3333333333333333,0.4366197183098592,0.4014084507042254,0.4957746478873239,0.6323943661971831,0.528169014084507,0.4800115866946171,0.7991555959095653,0.31340543259557346
Raphaël Varane,France,Center Back,Deep Playmaker,0.0018736229820614,0.38455345072657077,0.38267982774450937,100,106,9,10,0.5442655935613682,0.3028169014084507,0.4107981220657277,0.13556338028169013,0.4964788732394365,0.6105633802816901,0.5422535211267605,0.46926361191461985,0.6177497070880982,0.26551810865191144
Abdou Diallo,Senegal,Center Back,Sweeper CB,-0.0117971689266984,0.3681264989045862,0.3799236678312846,115,110,5,5,0.744466800804829,0.5669014084507044,0.3145539906103287,0.25880281690140844,0.4302816901408451,0.3570422535211268,0.6901408450704225,0.5224756079390588,0.6285595683322289,0.3168259557344064
Jakub Piotr Kiwior,Poland,Center Back,Sweeper CB,-0.0019737400863893,0.37637272220463824,0.37834646229102753,106,108,7,6,0.5845070422535211,0.44718309859154926,0.3427230046948357,0.10299295774647887,0.5408450704225352,0.29366197183098597,0.5299295774647887,0.4442061103065878,0.5793676774322165,0.19539738430583503
Dejan Lovren,Croatia,Center Back,Deep Playmaker,-0.0091758951709951,0.36704136563467626,0.37621726080567136,114,111,9,9,0.7323943661971831,0.38380281690140844,0.44366197183098594,0.18838028169014084,0.5732394366197183,0.4964788732394366,0.9471830985915493,0.6037134927293443,0.6440952604491592,0.3065643863179075
Jurriën David Norman Timber,Netherlands,Center Back,Deep Playmaker,-0.0184909134358218,0.35095479261521156,0.3694457060510334,118,114,8,6,0.6519114688128773,0.3591549295774648,0.1784037558685446,0.545774647887324,0.6528169014084508,0.5014084507042254,0.6320422535211268,0.5389562475816648,0.6507263631734002,0.45706740442655935
Tim Ream,United States,Center Back,Deep Playmaker,-0.0035887368917695,0.3655969015551157,0.3691856384468852,108,112,7,7,0.716297786720322,0.3403755868544602,0.36502347417840375,0.3133802816901408,0.5640845070422534,0.6838028169014085,0.5704225352112676,0.539257957698111,0.6683163898091831,0.28775150905432595
Kamil Glik,Poland,Center Back,Sweeper CB,0.0033951459171761,0.3717791594023771,0.368384013485201,98,109,6,7,0.13682092555331993,0.1924882629107981,0.42957746478873243,0.1056338028169014,0.5204225352112676,0.4669014084507042,0.7429577464788732,0.44673847513333137,0.4566350314269668,0.19283199195171025
Nicolás Hernán Otamendi,Argentina,Center Back,Deep Playmaker,-0.0077710958172504,0.3561304409207825,0.3639015367380329,113,113,12,12,0.6146881287726357,0.437793427230047,0.2652582159624413,0.30809859154929575,0.5028169014084507,0.5077464788732395,0.8274647887323944,0.536279008919764,0.7259745514176468,0.31768108651911464
Dayotchanculle Upamecano,France,Center Back,Deep Playmaker,-0.0209705907793017,0.34127568917097617,0.36224627995027786,120,118,11,11,0.7022132796780685,0.45892018779342725,0.1784037558685446,0.41725352112676056,0.6577464788732394,0.5647887323943662,0.3785211267605634,0.5176342094735135,0.6493892567147432,0.37155432595573445
Romain Saïss,Morocco,Center Back,Sweeper CB,-0.014569929533443,0.3458031690581991,0.36037309859164207,116,115,11,10,0.4572434607645875,0.37676056338028174,0.5422535211267606,0.27992957746478875,0.6415492957746479,0.4443661971830986,0.772887323943662,0.5334423622408583,0.7484815510944498,0.2317404426559356
Daniel Amartey,Ghana,Center Back,Sweeper CB,-0.0630134591254158,0.29586579761795984,0.3588792567433756,137,124,4,3,0.4909456740442656,0.4964788732394367,0.1784037558685446,0.40580985915492956,0.5316901408450704,0.4598591549295775,0.6514084507042253,0.4846668908465856,0.7243424148010034,0.2843309859154929
Nathan Aké,Netherlands,Center Back,Deep Playmaker,-0.0152667229110445,0.34343677011709994,0.3587034930281444,117,117,7,7,0.7434607645875252,0.3438967136150235,0.1784037558685446,0.3098591549295775,0.6401408450704226,0.4929577464788732,0.619718309859155,0.5253165588308386,0.5674775172779871,0.38865694164989933
Virgil van Dijk,Netherlands,Center Back,Sweeper CB,-0.0325396455281241,0.3226031098363339,0.355142755364458,123,120,9,9,0.6830985915492958,0.43603286384976525,0.5727699530516431,0.125,0.4626760563380281,0.45633802816901403,0.8397887323943662,0.567422323102989,0.6252371298194778,0.26893863179074445
Jawad El Yamiq,Morocco,Center Back,Sweeper CB,-0.0070925609770316,0.34359156940962815,0.35068413038665974,112,116,10,11,0.3038229376257545,0.18896713615023475,0.3380281690140845,0.28873239436619713,0.7915492957746478,0.4908450704225352,0.772887323943662,0.524726181719695,0.5092585843901527,0.17059859154929577
Harry Souttar,Australia,Center Back,Sweeper CB,-0.0547107926713707,0.2892954537002772,0.3440062463716479,131,127,6,5,0.46680080482897385,0.4360328638497653,0.31103286384976525,0.3477112676056338,0.5105633802816902,0.7126760563380282,0.897887323943662,0.5745079814528069,0.7194684222109391,0.22789235412474848
Seyed Majid Hosseini,Iran,Center Back,Sweeper CB,-0.0246216987882093,0.31615697166834034,0.34077867045654964,121,122,3,3,0.31338028169014087,0.31220657276995306,0.1784037558685446,0.5105633802816901,0.4880281690140845,0.519718309859155,0.4823943661971831,0.42381317055902745,0.6704543383069652,0.20266599597585513
Walker Zimmerman,United States,Center Back,Deep Playmaker,-0.0292507052812638,0.31030909579033633,0.3395598010716001,122,123,8,8,0.4909456740442656,0.2946009389671362,0.3427230046948357,0.18838028169014084,0.5014084507042254,0.5999999999999999,0.704225352112676,0.4861536002209744,0.6525060985951786,0.2415744466800805
Nayef Aguerd,Morocco,Center Back,Sweeper CB,-0.0194752022971936,0.3195919069195875,0.33906710921678107,119,121,12,12,0.41549295774647893,0.39436619718309857,0.3873239436619718,0.11267605633802816,0.5112676056338028,0.3964788732394366,0.7359154929577465,0.46548462808592833,0.6689329651736542,0.16888832997987924
Maya Yoshida,Japan,Center Back,Sweeper CB,-0.0403359517206807,0.2941284592152829,0.33446441093596363,127,125,4,4,0.41549295774647893,0.32511737089201875,0.4577464788732395,0.29401408450704225,0.680281690140845,0.6711267605633803,0.7799295774647887,0.5585943620544397,0.6781046761451281,0.24927062374245476
Andries Noppert,Netherlands,Goalkeeper,Goalkeeper,-0.001787511251244,0.33248834493649476,0.33427585618773875,105,119,6,8,0.48792756539235416,0.2769953051643193,0.1784037558685446,0.2931338028169014,0.25140845070422535,0.3802816901408451,0.07746478873239436,0.3065200056741386,0.6822954608720253,0.13297283702213278
Cristian Gabriel Romero,Argentina,Center Back,Deep Playmaker,-0.0369251824169405,0.2903936175472436,0.32731879996418406,125,126,13,13,0.5603621730382293,0.21478873239436622,0.1784037558685446,0.3943661971830986,0.5288732394366197,0.7105633802816902,0.7852112676056338,0.544999753575845,0.5596368032505367,0.3202464788732394
Kye Rowles,Australia,Center Back,Sweeper CB,-0.0346118433895098,0.2822416546982519,0.3168534980877617,124,128,5,6,0.3078470824949698,0.2946009389671362,0.1784037558685446,0.28785211267605637,0.5556338028169014,0.5105633802816901,0.6866197183098592,0.44678283115320233,0.6264193295891953,0.222761569416499
Edouard Mendy,Senegal,Goalkeeper,Goalkeeper,-0.0516423512268172,0.19349434156325837,0.24513669279007558,128,130,6,6,0.39537223340040245,0.2793427230046948,0.1784037558685446,0.25088028169014087,0.10211267605633803,0.3852112676056338,0.07746478873239436,0.26650757315190965,0.6049008326732486,0.12912474849094566
Yassine Bounou,Morocco,Goalkeeper,Goalkeeper,-0.0796904888201299,0.1608871841532357,0.24057767297336557,140,139,13,13,0.46478873239436613,0.30281690140845074,0.1784037558685446,0.35211267605633806,0.06690140845070422,0.4373239436619719,0.07746478873239436,0.31274889414956614,0.5334330653003947,0.1363933601609658
Hugo Lloris,France,Goalkeeper,Goalkeeper,-0.0381152243157923,0.2004041021966294,0.2385193265124217,126,129,12,12,0.4803822937625754,0.3221830985915493,0.1784037558685446,0.1153169014084507,0.1176056338028169,0.2211267605633803,0.07746478873239436,0.2533483414597433,0.462354346243391,0.16760563380281687
Shūichi Gonda,Japan,Goalkeeper,Goalkeeper,-0.0685920060688498,0.1686983054604954,0.2372903115293452,138,136,5,5,0.3752515090543259,0.27112676056338025,0.1784037558685446,0.20246478873239437,0.06830985915492957,0.4197183098591549,0.07746478873239436,0.26091134775540786,0.5278825093896131,0.11843561368209254
Seung-Gyu Kim,South Korea,Goalkeeper,Goalkeeper,-0.0767541992600868,0.15786758183020816,0.23462178109029497,139,140,7,7,0.45975855130784715,0.24647887323943662,0.1784037558685446,0.1822183098591549,0.08450704225352114,0.5598591549295774,0.07746478873239436,0.31393485996430454,0.4103366597440813,0.15734406438631793
Mathew Ryan,Australia,Goalkeeper,Goalkeeper,-0.0629996959421744,0.1708916325918881,0.23389132853406253,136,134,7,7,0.5186116700201208,0.28403755868544606,0.1784037558685446,0.3908450704225352,0.09366197183098593,0.33661971830985915,0.07746478873239436,0.3119370187147746,0.5390792016062622,0.15990945674044263
Dominik Livaković,Croatia,Goalkeeper,Goalkeeper,-0.0908534453858009,0.14301915135192478,0.23387259673772567,142,142,10,10,0.4366197183098591,0.255868544600939,0.1784037558685446,0.2834507042253521,0.060563380281690136,0.3619718309859155,0.07746478873239436,0.27099377798712054,0.5377678972069684,0.15948189134808854
Wojciech Szczęsny,Poland,Goalkeeper,Goalkeeper,-0.0805830305702737,0.15327146544978099,0.2338544960200547,141,141,8,8,0.5855130784708249,0.3116197183098592,0.1784037558685446,0.20950704225352113,0.06549295774647887,0.18591549295774648,0.07746478873239436,0.2865669582064255,0.3601909653724802,0.17017102615694163
Jordan Pickford,England,Goalkeeper,Goalkeeper,-0.0552281033262977,0.17777547258387538,0.23300357591017307,132,132,7,7,0.4637826961770624,0.23474178403755866,0.1784037558685446,0.2262323943661972,0.08380281690140845,0.29859154929577464,0.07746478873239436,0.2553992160924682,0.5290611964460631,0.18043259557344063
Lawrence Ati-Zigi,Ghana,Goalkeeper,Goalkeeper,-0.0554334021109849,0.1774812673714747,0.23291466948245962,133,133,3,4,0.3591549295774648,0.3227699530516432,0.1784037558685446,0.09947183098591549,0.07394366197183098,0.397887323943662,0.07746478873239436,0.2522024610373444,0.4668924953383927,0.09278169014084506
Diogo Meireles Costa,Portugal,Goalkeeper,Goalkeeper,-0.0528222979965404,0.1789186890714171,0.23174098706795748,129,131,9,9,0.42303822937625757,0.31338028169014087,0.1784037558685446,0.3063380281690141,0.0880281690140845,0.2176056338028169,0.07746478873239436,0.2578829323752373,0.577283058857486,0.13596579476861168
Matthew Charles Turner,United States,Goalkeeper,Goalkeeper,-0.0580506289635883,0.16994287290301002,0.22799350186659834,134,135,9,9,0.5150905432595574,0.2335680751173709,0.1784037558685446,0.23327464788732394,0.0852112676056338,0.6676056338028169,0.07746478873239436,0.3643063069825956,0.3610479291180809,0.19582494969818912
Unai Simón Mendibil,Spain,Goalkeeper,Goalkeeper,-0.0581578244320484,0.1659736077504689,0.2241314321825173,135,137,6,6,0.3853118712273642,0.20892018779342725,0.1784037558685446,0.30545774647887325,0.07676056338028169,0.7950704225352112,0.07746478873239436,0.388660626626026,0.28764268062046805,0.14066901408450702
Alisson Ramsés Becker,Brazil,Goalkeeper,Goalkeeper,-0.0537007969760144,0.16304270344920152,0.21674350042521592,130,138,9,9,0.1881287726358149,0.16314553990610328,0.1784037558685446,0.335387323943662,0.07816901408450704,0.5507042253521126,0.07746478873239436,0.2753530754534214,0.37838865323477766,0.09748490945674045
