player_id,uncertainty_low_v3,uncertainty_high_v3,uncertainty_std_v3,bootstrap_rank_best_v3,bootstrap_rank_worst_v3,uncertainty_status_v3
133229,0,0.07626443167,0.02300168853,391,477,wide
11846,-0.01597153488,0.2654765533,0.08817816355,291,529,wide
23828,-0.1631641984,0,0.05141330734,495,553,wide
5595,0,0.2625745799,0.08400866282,297,483,wide
132296,0.0003466204798,0.2663073401,0.08426351194,284,462,wide
5581,0.04965920137,0.6083576059,0.1718676171,183,427,wide
132497,0,0.0003105319443,0.0001072337572,436,488,wide
132728,-0.002977826465,0.2657552385,0.08573460355,291,515,wide
108340,-0.08881835339,-0.0003812256357,0.02727385104,506,548,wide
5839,-0.006597021341,1.292693111,0.3994291851,84,517,wide
132271,-0.05923909149,0,0.01834787607,456,543,wide
130185,-0.01614598433,2.106551768,0.6410455074,41,526,wide
132756,0,0.05162362522,0.01651657113,413,485,wide
5836,-0.02537552014,0.2100898614,0.07685216127,315,535,wide
5582,-0.07138565658,0.0564159716,0.03904240425,408,547,wide
6328,-0.04384783185,1.26025813,0.4106387626,85,541,wide
5600,-0.03009873854,0.04404812702,0.0260686284,412,538,wide
27163,0,0.4556163927,0.145770866,223,486,wide
5598,-0.1023125853,0.07226839788,0.05562285013,402,550,wide
7693,0.5025305715,3.23201112,0.8427457763,16,203,wide
8654,0,0.8869827475,0.2872601443,126,475,wide
22041,0.2900267015,3.672943361,1.05678317,13,279,wide
5474,1.220640989,6.212921727,1.487146798,3,88,wide
5460,0.6897606214,4.367750233,1.154798341,8,154,wide
28914,0.1833868523,2.206518911,0.6183292196,35,333,wide
16527,0.1881158774,2.109197606,0.5900691154,38,338,wide
